class,file,v_mean,v_p95,specular_ratio,stripe_like_ratio
vest,original(122)_p2.jpg,141.60961415816325,237.0,0.07055165816326531,0.15495455994897958
vest,original(123)_p0.jpg,160.48887914540816,224.0,0.04059709821428571,0.13163663903061223
vest,original(123)_p1.jpg,146.76333306760205,214.0,0.02560985331632653,0.10973373724489796
vest,original(123)_p2.jpg,134.1026985012755,211.0,0.01833545918367347,0.10606664540816327
vest,original(123)_p3.jpg,159.61896125637756,243.0,0.12292729591836735,0.31552933673469385
vest,original(123)_p4.jpg,150.39377391581633,235.0,0.06232063137755102,0.17851163903061223
vest,original(124)_p0.jpg,136.9992825255102,193.0,0.0026705994897959183,0.04147401147959184
vest,original(125)_p0.jpg,158.1361009247449,236.0,0.06517059948979592,0.14110331632653061
vest,original(125)_p1.jpg,137.77650669642858,247.0,0.09143813775510204,0.15931919642857142
vest,original(125)_p2.jpg,149.20469945790816,247.0,0.12099410076530612,0.26339285714285715
vest,original(125)_p3.jpg,149.84430803571428,244.0,0.09416852678571429,0.2516940369897959
vest,original(125)_p4.jpg,149.34813456632654,245.0,0.10873724489795919,0.23042889030612246
vest,original(125)_p5.jpg,171.16659359056123,247.0,0.16143176020408162,0.33557876275510207
vest,original(126)_p0.jpg,158.5290377869898,251.0,0.18407206632653061,0.16286670918367346
vest,original(126)_p1.jpg,126.42548230229592,237.0,0.06792091836734694,0.10212053571428571
vest,original(126)_p2.jpg,131.1080994897959,210.0,0.010622608418367346,0.23636798469387754
vest,original(127)_p0.jpg,167.42727598852042,243.0,0.10758131377551021,0.21173469387755103
vest,original(127)_p1.jpg,144.10522959183675,244.0,0.099609375,0.11800462372448979
vest,original(127)_p2.jpg,140.73270089285714,229.0,0.044921875,0.06604751275510204
vest,original(128)_p0.jpg,144.00629783163265,209.0,0.02130500637755102,0.10600685586734694
vest,original(128)_p1.jpg,149.73939732142858,219.0,0.0323860012755102,0.08119419642857142
vest,original(128)_p2.jpg,148.86453683035714,237.0,0.06991390306122448,0.21896922831632654
vest,original(128)_p3.jpg,155.03647161989795,233.0,0.0613639987244898,0.21875
vest,original(129)_p0.jpg,114.82485650510205,175.0,0.00408561862244898,0.02995455994897959
vest,original(129)_p1.jpg,117.20788823341837,205.0,0.0157047193877551,0.055006377551020405
vest,original(129)_p2.jpg,96.19991629464286,196.0,0.012575733418367346,0.025011957908163265
vest,original(129)_p3.jpg,135.22562579719389,201.0,0.010602678571428572,0.05227598852040816
vest,original(129)_p4.jpg,135.3923190369898,225.0,0.03962053571428571,0.15684789540816327
vest,original(129)_p5.jpg,123.25352758290816,218.0,0.025111607142857144,0.0361328125
vest,original(129)_p6.jpg,145.75193319515307,217.0,0.01725924744897959,0.28774713010204084
vest,original(13)(1)_p1.jpg,130.27921715561226,209.0,0.014927455357142858,0.19521285076530612
vest,original(130)_p0.jpg,157.55119977678572,249.0,0.13153698979591838,0.2888233418367347
vest,original(130)_p1.jpg,146.0958625637755,232.0,0.053053252551020405,0.20820711096938777
vest,original(130)_p2.jpg,142.71875,235.0,0.05994897959183673,0.1252391581632653
vest,original(130)_p3.jpg,127.9786152742347,227.0,0.044224330357142856,0.0924545599489796
vest,original(130)_p4.jpg,160.70972177933675,245.0,0.16115274234693877,0.30721859056122447
vest,original(130)_p5.jpg,168.31945551658163,252.0,0.16286670918367346,0.22626355229591838
vest,original(130)_p6.jpg,156.37820870535714,246.0,0.11939971301020408,0.22726004464285715
vest,original(130)_p7.jpg,149.71390704719389,246.0,0.10825892857142858,0.22008529974489796
vest,original(131)_p0.jpg,146.64919483418367,215.0,0.005022321428571429,0.0635562818877551
vest,original(132)_p0.jpg,122.71906887755102,254.0,0.10586734693877552,0.26345264668367346
vest,original(133)_p0.jpg,128.66440130739795,175.0,0.0010562818877551021,0.02473294005102041
vest,original(134)_p0.jpg,96.63645966198979,214.0,0.03712930484693878,0.0732421875
vest,original(134)_p1.jpg,110.70326450892857,212.0,0.02955596301020408,0.08982382015306123
vest,original(134)_p2.jpg,126.95776865433673,206.0,0.021185427295918366,0.18626434948979592
vest,original(134)_p3.jpg,102.94949776785714,239.0,0.07477678571428571,0.009247448979591837
vest,original(14)_p0.jpg,162.24561543367346,210.0,0.01638233418367347,0.48433514030612246
vest,original(147)_p5.jpg,159.26873405612244,231.0,0.051259566326530615,0.2719228316326531
vest,original(154)_p2.jpg,104.27072704081633,197.0,0.011658960459183673,0.0398796237244898
vest,original(155)_p0.jpg,117.21687659438776,221.0,0.027802136479591837,0.23419563137755103
vest,original(155)_p1.jpg,162.4737922512755,229.0,0.046994579081632654,0.417789381377551
vest,original(155)_p2.jpg,123.43989158163265,203.0,0.01038345025510204,0.3009406887755102
vest,original(156)_p1.jpg,151.28461814413265,252.0,0.14674346301020408,0.24635283801020408
vest,original(159)_p0.jpg,137.14321588010205,208.0,0.022799744897959183,0.11172672193877552
vest,original(16)_p0.jpg,113.46807238520408,205.0,0.013891103316326531,0.07557397959183673
vest,original(16)_p2.jpg,90.96771364795919,220.0,0.030512595663265307,0.11110889668367346
vest,original(16)_p3.jpg,99.7366868622449,227.0,0.043626434948979595,0.12946428571428573
vest,original(160)_p0.jpg,75.97159996811224,216.0,0.0165218431122449,0.03844467474489796
vest,original(161)_p0.jpg,137.7639708227041,223.0,0.027104591836734693,0.3568837691326531
vest,original(161)_p1.jpg,128.14172114158163,209.0,0.012216996173469387,0.299984056122449
vest,original(163)_p0.jpg,87.46761399872449,197.0,0.01189811862244898,0.03340242346938776
vest,original(164)_p1.jpg,121.62344547193878,177.0,0.0029496173469387753,0.018753985969387755
vest,original(165)_p0.jpg,128.99647241709184,199.0,0.010463169642857142,0.05181760204081633
vest,original(165)_p1.jpg,129.5491270727041,202.0,0.009466677295918368,0.11092952806122448
vest,original(165)_p2.jpg,120.63207509566327,166.0,0.0042849170918367345,0.01558514030612245
vest,original(166)_p0.jpg,83.08262914540816,153.0,0.004324776785714286,0.03236607142857143
vest,original(166)_p1.jpg,83.7710259885204,149.0,0.0005580357142857143,0.01992984693877551
vest,original(166)_p2.jpg,157.74250637755102,238.0,0.07445790816326531,0.3167051977040816
vest,original(167)_p0.jpg,114.41918447066327,144.0,0.00013950892857142856,0.014309630102040817
vest,original(17)(1)_p0.jpg,152.58276865433675,247.0,0.12270806760204081,0.1992785395408163
vest,original(17)(1)_p1.jpg,132.2215202487245,240.0,0.07824457908163265,0.24264588647959184
vest,original(17)(1)_p2.jpg,175.64172114158163,253.0,0.1981624681122449,0.11868223852040816
vest,original(17)(1)_p3.jpg,188.02465322066325,252.0,0.17590082908163265,0.07112962372448979
vest,original(17)(1)_p4.jpg,160.8581991390306,236.0,0.06624681122448979,0.05530532525510204
vest,original(17)_p0.jpg,164.3340441645408,248.0,0.13683832908163265,0.17500398596938777
vest,original(171)_p0.jpg,99.7934271364796,137.0,0.00045838647959183676,0.003826530612244898
vest,original(174)_p0.jpg,128.69308035714286,220.0,0.031210140306122448,0.13653938137755103
vest,original(176)_p0.jpg,124.87308673469387,221.0,0.028599330357142856,0.18736049107142858
vest,original(176)_p1.jpg,160.5289979272959,226.0,0.04292889030612245,0.45121173469387754
vest,original(176)_p3.jpg,158.87175143494898,247.0,0.1432158801020408,0.334781568877551
vest,original(177)_p0.jpg,120.7294921875,205.0,0.016183035714285716,0.09747688137755102
vest,original(177)_p1.jpg,121.63217474489795,191.0,0.004623724489795918,0.07936065051020408
vest,original(179)_p0.jpg,100.85301737882654,191.0,0.009207589285714286,0.050681600765306124
vest,original(179)_p1.jpg,131.47704081632654,220.0,0.03501674107142857,0.12501992984693877
vest,original(179)_p2.jpg,157.9190449617347,228.0,0.04434390943877551,0.2737364477040816
vest,original(18)_p0.jpg,101.43636399872449,176.0,0.00253109056122449,0.027363679846938774
vest,original(18)_p2.jpg,113.1513671875,186.0,0.0004185267857142857,0.07196667729591837
vest,original(181)_p0.jpg,121.23210299744898,192.0,0.011240433673469387,0.08346619897959184
vest,original(182)_p1.jpg,85.01484773596938,200.0,0.01927216198979592,0.043247767857142856
vest,original(182)_p2.jpg,88.71950733418367,178.0,0.0037268813775510204,0.028459821428571428
vest,original(182)_p3.jpg,131.0152662627551,201.0,0.012974330357142858,0.07696906887755102
vest,original(185)_p0.jpg,128.76072225765307,220.0,0.02863919005102041,0.11073022959183673
vest,original(186)_p0.jpg,122.95404177295919,195.0,0.005978954081632653,0.05638153698979592
vest,original(186)_p1.jpg,124.15355947066327,199.0,0.009546396683673469,0.1165298150510204
vest,original(186)_p2.jpg,113.1665338010204,170.0,0.008589764030612245,0.025450414540816327
vest,original(188)_p0.jpg,118.98435507015306,214.0,0.024473852040816327,0.12121332908163265
vest,original(190)_p0.jpg,75.31421396683673,197.0,0.01482780612244898,0.0496452487244898
vest,original(191)_p0.jpg,68.1982421875,182.0,0.012376434948979591,0.04255022321428571
vest,original(192)_p0.jpg,137.11629065688774,235.0,0.06158322704081633,0.1668327487244898
vest,original(192)_p1.jpg,118.505859375,176.0,0.004165338010204082,0.024453922193877552
vest,original(192)_p2.jpg,97.18781887755102,161.0,0.0028300382653061226,0.015605070153061224
vest,original(193)_p0.jpg,141.1403260522959,228.0,0.04332748724489796,0.15569196428571427
vest,original(193)_p1.jpg,124.73018973214286,193.0,0.007553411989795918,0.07186702806122448
vest,original(193)_p2.jpg,116.97638313137755,182.0,0.005500637755102041,0.05082110969387755
vest,original(194)_p0.jpg,98.69975685586735,227.0,0.040736607142857144,0.046197385204081634
vest,original(194)_p1.jpg,95.38468590561224,173.0,0.004643654336734694,0.03515625
vest,original(195)_p1.jpg,153.04187260841837,244.0,0.12456154336734694,0.20262675382653061
vest,original(197)_p0.jpg,127.03970025510205,215.25,0.027363679846938774,0.14082429846938777
vest,original(197)_p1.jpg,148.18973214285714,228.0,0.04468271683673469,0.25279017857142855
vest,original(198)_p0.jpg,160.56941565688774,180.0,0.0,0.04456313775510204
vest,original(199)_p0.jpg,158.21898915816325,249.0,0.1594188456632653,0.18018574617346939
vest,original(2)(1)_p0.jpg,131.61100924744898,171.0,0.0,0.01588408801020408
vest,original(2)(2)_p0.jpg,176.38532366071428,221.0,0.026088169642857144,0.6056281887755102
vest,original(2)(2)_p2.jpg,98.25556042729592,221.0,0.03569435586734694,0.08478156887755102
vest,original(20)_p0.jpg,85.68291613520408,174.0,0.0010562818877551021,0.012376434948979591
vest,original(200)_p0.jpg,143.22843590561226,209.0,0.005739795918367347,0.1294842155612245
vest,original(201)_p0.jpg,141.8288424744898,213.0,0.01678093112244898,0.09978874362244898
vest,original(201)_p1.jpg,146.79998405612244,187.0,0.0,0.08523995535714286
vest,original(202)_p0.jpg,88.44278140943878,158.0,0.0016143176020408164,0.01526626275510204
vest,original(203)_p0.jpg,120.31644610969387,213.0,0.021524234693877552,0.05424904336734694
vest,original(203)_p1.jpg,172.2296516262755,232.0,0.0576171875,0.44186463647959184
vest,original(204)_p0.jpg,170.4661192602041,232.0,0.0577766262755102,0.2780213647959184
vest,original(204)_p1.jpg,142.2634725765306,231.0,0.05213647959183673,0.1533801020408163
vest,original(204)_p3.jpg,126.25593909438776,173.0,0.0036073022959183672,0.015146683673469387
vest,original(205)_p0.jpg,157.59897161989795,179.0,0.0,0.03675063775510204
vest,original(206)_p0.jpg,156.11375956632654,225.0,0.03752790178571429,0.18088329081632654
vest,original(207)_p0.jpg,78.53782684948979,143.0,0.0,0.0009964923469387755
vest,original(207)_p1.jpg,82.93580596301021,140.0,0.0,0.0006776147959183673
vest,original(207)_p2.jpg,104.45318478954081,170.0,0.0026705994897959183,0.020169005102040817
vest,original(207)_p3.jpg,109.07246492346938,165.0,0.001096141581632653,0.010642538265306123
vest,original(208)_p0.jpg,52.958087531887756,106.0,3.985969387755102e-05,0.0004384566326530612
vest,original(209)_p0.jpg,96.01309390943878,227.0,0.04282924107142857,0.04856903698979592
vest,original(209)_p1.jpg,96.93463010204081,169.0,0.00408561862244898,0.02919722576530612
vest,original(21)_p0.jpg,145.0911192602041,240.0,0.08017777423469388,0.25241151147959184
vest,original(211)_p0.jpg,158.94343909438774,232.0,0.05299346301020408,0.21159518494897958
vest,original(211)_p1.jpg,147.38504464285714,241.0,0.08057637117346939,0.15154655612244897
vest,original(211)_p2.jpg,167.71330915178572,247.0,0.1441326530612245,0.06752232142857142
vest,original(211)_p3.jpg,168.5270448022959,248.0,0.1444714604591837,0.1083984375
vest,original(211)_p4.jpg,171.71301020408163,235.0,0.062181122448979595,0.3361766581632653
vest,original(211)_p5.jpg,170.69738520408163,232.0,0.05508609693877551,0.333984375
vest,original(213)_p2.jpg,124.33525988520408,205.0,0.01207748724489796,0.13097895408163265
vest,original(214)_p0.jpg,114.22351323341837,207.0,0.011977838010204082,0.23212292729591838
vest,original(215)_p1.jpg,101.4073262117347,198.0,0.023238201530612245,0.048529177295918366
vest,original(216)_p0.jpg,58.43502869897959,172.0,0.0024115114795918366,0.0007772640306122449
vest,original(218)_p1.jpg,133.8410196109694,207.0,0.026167889030612245,0.0694156568877551
vest,original(219)_p0.jpg,106.54105548469387,216.0,0.025689572704081634,0.12258848852040816
vest,original(219)_p1.jpg,151.0078125,244.0,0.08075573979591837,0.33237005739795916
vest,original(219)_p2.jpg,154.91629464285714,246.0,0.09105947066326531,0.23533163265306123
vest,original(219)_p3.jpg,164.97010522959184,246.0,0.15106823979591838,0.43905452806122447
vest,original(219)_p4.jpg,102.18676259566327,180.0,0.003627232142857143,0.03842474489795918
vest,original(219)_p5.jpg,124.76530612244898,190.0,0.008729272959183673,0.07959980867346939
vest,original(22)_p0.jpg,141.70228794642858,249.0,0.12137276785714286,0.17067920918367346
vest,original(22)_p1.jpg,154.04402503188774,242.0,0.08795041454081633,0.19917889030612246
vest,original(22)_p2.jpg,163.8278260522959,244.0,0.11866230867346939,0.08876753826530612
vest,original(220)_p0.jpg,125.98256138392857,199.0,0.01446906887755102,0.08440290178571429
vest,original(221)_p0.jpg,92.58992346938776,218.0,0.022221779336734693,0.02911750637755102
vest,original(223)_p0.jpg,69.7798150510204,115.0,1.992984693877551e-05,0.0014947385204081632
vest,original(224)_p0.jpg,157.43536750637756,179.0,0.0,0.03653140943877551
vest,original(225)_p0.jpg,116.09074059311224,202.0,0.017279177295918366,0.12384406887755102
vest,original(225)_p1.jpg,55.87466119260204,146.0,0.009685905612244899,0.01739875637755102
vest,original(225)_p2.jpg,83.21890943877551,160.0,0.007095025510204082,0.025091677295918366
vest,original(226)_p0.jpg,99.09837372448979,177.0,0.00643734056122449,0.025251116071428572
vest,original(226)_p1.jpg,110.40776466836735,234.0,0.05723852040816327,0.04456313775510204
vest,original(226)_p2.jpg,120.44884008290816,235.0,0.06096540178571429,0.05897241709183673
vest,original(226)_p3.jpg,91.69493383290816,190.0,0.014967315051020409,0.020448022959183673
vest,original(226)_p4.jpg,82.72953204719387,164.0,0.0019331951530612245,0.007672991071428571
vest,original(226)_p5.jpg,99.88087930484694,195.0,0.014050542091836735,0.03561463647959184
vest,original(226)_p6.jpg,89.49398118622449,194.0,0.009127869897959183,0.03045280612244898
vest,original(227)_p0.jpg,61.44905931122449,132.0,0.0004185267857142857,0.006497130102040816
vest,original(227)_p1.jpg,111.5772480867347,211.0,0.017159598214285716,0.21544164540816327
vest,original(23)_p0.jpg,139.98537149234693,226.0,0.04388552295918367,0.3110849808673469
vest,original(230)_p0.jpg,128.1648796237245,222.0,0.02965561224489796,0.29846938775510207
vest,original(230)_p1.jpg,139.4513711734694,220.0,0.0303531568877551,0.35560825892857145
vest,original(231)_p0.jpg,117.1607740752551,223.0,0.0330436862244898,0.0986328125
vest,original(231)_p1.jpg,152.13773517219389,229.0,0.04643654336734694,0.26779735331632654
vest,original(232)_p0.jpg,89.42091836734694,179.0,0.005221619897959184,0.028340242346938774
vest,original(232)_p1.jpg,81.83585778061224,158.0,0.0014548788265306123,0.01136001275510204
vest,original(232)_p2.jpg,90.37117346938776,186.0,0.005879304846938775,0.01709980867346939
vest,original(233)_p0.jpg,134.7293327487245,245.0,0.11437739158163265,0.20966198979591838
vest,original(234)_p0.jpg,141.82150829081633,242.0,0.0878109056122449,0.20764907525510204
vest,original(234)_p1.jpg,140.68704161352042,228.0,0.0437858737244898,0.3362563775510204
vest,original(234)_p2.jpg,129.11892139668367,218.0,0.023377710459183673,0.32776626275510207
vest,original(235)_p0.jpg,57.99268574617347,109.0,0.00011957908163265306,0.003009406887755102
vest,original(236)_p0.jpg,127.3079759247449,181.0,0.010961415816326531,0.0341796875
vest,original(236)_p1.jpg,104.83848852040816,172.0,0.005181760204081632,0.02333785076530612
vest,original(236)_p2.jpg,117.25639748086735,156.0,0.006975446428571429,0.021763392857142856
vest,original(237)_p0.jpg,122.91796875,206.0,0.01349250637755102,0.13165656887755103
vest,original(239)_p0.jpg,143.5672831632653,228.0,0.04257015306122449,0.34530452806122447
vest,original(239)_p1.jpg,140.57732780612244,211.0,0.005042251275510204,0.40401785714285715
vest,original(240)_p0.jpg,81.79372608418367,173.0,0.004962531887755102,0.02626753826530612
vest,original(240)_p1.jpg,85.4428411989796,166.0,0.006377551020408163,0.018176020408163265
vest,original(240)_p2.jpg,106.70581552933673,185.0,0.00972576530612245,0.049485809948979595
vest,original(241)_p0.jpg,119.52704480229592,211.0,0.016741071428571428,0.13626036352040816
vest,original(241)_p1.jpg,107.79878826530613,238.0,0.06267936862244898,0.04352678571428571
vest,original(241)_p2.jpg,144.54247050382654,202.0,0.01287468112244898,0.05905213647959184
vest,original(243)_p2.jpg,123.58683434311224,211.0,0.020886479591836735,0.25338807397959184
vest,original(243)_p3.jpg,90.71970663265306,206.0,0.012814891581632654,0.12089445153061225
vest,original(244)_p0.jpg,172.03671077806123,252.0,0.12727200255102042,0.4478037308673469
vest,original(245)_p0.jpg,111.07198660714286,205.0,0.013751594387755101,0.08639588647959184
vest,original(245)_p1.jpg,158.45186941964286,225.0,0.040736607142857144,0.18556680484693877
vest,original(245)_p2.jpg,132.39233896683675,236.0,0.06365593112244898,0.0674625318877551
vest,original(246)_p1.jpg,102.11963887117346,154.0,0.001096141581632653,0.018514827806122448
vest,original(247)_p1.jpg,174.1480787627551,242.0,0.07439811862244898,0.3198740433673469
vest,original(248)_p0.jpg,87.46462452168367,178.0,0.006776147959183673,0.030970982142857144
vest,original(249)_p0.jpg,111.81863839285714,191.0,0.0045041454081632655,0.02333785076530612
vest,original(249)_p1.jpg,143.20304528061226,228.0,0.044842155612244895,0.13430723852040816
vest,original(249)_p3.jpg,113.10188137755102,207.0,0.023676658163265307,0.06098533163265306
vest,original(25)_p0.jpg,88.2616191007653,202.0,0.017956792091836735,0.05532525510204082
vest,original(250)_p0.jpg,113.22379225127551,229.0,0.04838966836734694,0.12761080994897958
vest,original(251)_p0.jpg,111.18229830994898,159.0,0.002730389030612245,0.005839445153061225
vest,original(251)_p1.jpg,93.83181202168367,140.0,0.0,0.0015345982142857143
vest,original(251)_p2.jpg,83.76462850765306,134.0,0.0,0.0018933354591836734
vest,original(251)_p3.jpg,74.66531808035714,140.0,0.0,0.0045639349489795915
vest,original(252)_p0.jpg,161.35487085459184,184.0,0.0,0.08139349489795919
vest,original(253)_p0.jpg,145.95772879464286,239.0,0.06580835459183673,0.09337133290816327
vest,original(254)_p0.jpg,123.15007174744898,230.0,0.04848931760204082,0.19684709821428573
vest,original(256)_p0.jpg,148.1865234375,231.0,0.051458864795918366,0.49679129464285715
vest,original(256)_p1.jpg,105.01841517857143,225.0,0.04201211734693878,0.09404894770408163
vest,original(256)_p2.jpg,158.90963807397958,248.0,0.18767936862244897,0.2766262755102041
vest,original(257)_p0.jpg,118.20318478954081,189.0,0.0038464604591836736,0.06945551658163265
vest,original(257)_p1.jpg,122.99348294005102,213.0,0.02170360331632653,0.16599569515306123
vest,original(258)_p0.jpg,85.73463408801021,181.0,0.017877072704081634,0.04468271683673469
vest,original(259)_p0.jpg,85.90176578443878,181.0,0.005341198979591837,0.03198740433673469
vest,original(259)_p1.jpg,85.69072863520408,161.0,0.0006178252551020409,0.008370535714285714
vest,original(259)_p2.jpg,94.01953125,190.0,0.007174744897959184,0.024294483418367346
vest,original(259)_p3.jpg,113.09064094387755,217.0,0.028300382653061226,0.04954559948979592
vest,original(259)_p4.jpg,84.2357102997449,188.0,0.012396364795918368,0.02224170918367347
vest,original(259)_p5.jpg,55.138452646683675,155.0,0.00047831632653061223,0.00661670918367347
vest,original(26)_p0.jpg,97.35106425382654,211.0,0.02130500637755102,0.07860331632653061
vest,original(260)_p0.jpg,72.97016501913265,101.0,0.0002192283163265306,0.001992984693877551
vest,original(261)_p0.jpg,137.51941167091837,206.0,0.014150191326530613,0.2155811543367347
